ProductOrServiceCode,ProductOrServiceCodeText,Simple,IsService,ProductOrServiceArea,ProductServiceOrRnDarea
H210,EQ TEST SVCS/WEAPONS,Services,TRUE,PAMS,PAMS
H211,EQ TEST SVCS/NUCLEAR ORDNANCE,Services,TRUE,PAMS,PAMS
H212,EQ TEST SVCS/FIRE CONT EQUIP,Services,TRUE,PAMS,PAMS
H213,EQ TEST SVCS/AMMO & EXPLOSIVES,Services,TRUE,PAMS,PAMS
H214,EQ TEST SVCS/GUIDED MISSILES,Services,TRUE,PAMS,PAMS
H215,EQ TEST SVCS/AIRCRAFT,Services,TRUE,PAMS,PAMS
H216,EQ TEST SVCS/AIRCRAFT COMPONENTS,Services,TRUE,PAMS,PAMS
H217,EQ TEST SVCS/AIRCRAFT GROUND EQUIP,Services,TRUE,PAMS,PAMS
H218,EQ TEST SVCS/SPACE VEHICLES,Services,TRUE,PAMS,PAMS
H219,EQ TEST SVCS/SHIPS-SML CRAFT-DOCKS,Services,TRUE,PAMS,PAMS
H220,EQ TEST SVCS/SHIP & MARINE EQUIP,Services,TRUE,PAMS,PAMS
H222,EQ TEST SVCS/RAILWAY EQUIP,Services,TRUE,PAMS,PAMS
