ProductOrServiceCode,ProductOrServiceCodeText,Simple,IsService,ProductOrServiceArea,ProductServiceOrRnDarea
,,,,,
0000,"NO DESCRIPTION, BLANK CODE",,,,
1000,NO DESCRIPTION,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1005,"GUNS, THROUGH 30 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1010,"GUNS, OVER 30 MM UP TO 75 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1015,"GUNS, 75 MM THROUGH 125 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1020,GUNS OVER 125 MM THROUGH 150 MM,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1025,GUNS OVER 150 MM THROUGH 200 MM,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1030,GUNS OVER 200 MM THROUGH 300 MM,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1035,"GUNS, OVER 300 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1040,CHEMICAL WEAPONS AND EQUIPMENT,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1045,"LAUNCHERS, TORPEDO AND DEPTH CHARGE",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1055,"LAUNCHERS, ROCKET AND PYROTECHNIC",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1070,"NETS AND BOOMS, ORDNANCE",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1075,DEGAUSSING & MINE SWEEPING EQUIPMEN,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1080,CAMOUFLAGE AND DECEPTION EQUIPMENT,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1090,ASSEMBLIES INTERCHANGEABLE BETWEEN WEAPONS IN TWO OR MORE CLASSES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1095,MISCELLANEOUS WEAPONS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1105,NUCLEAR BOMBS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1110,NUCLEAR PROJECTILES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1115,NUCLEAR WARHEADS & WARHEAD SECTIONS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1120,NUCLEAR DEPTH CHARGES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1125,NUCLEAR DEMOLITION CHARGES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1127,NUCLEAR ROCKETS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1130,"CONVERSION KITS, NUCLEAR ORDNANCE",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1135,"FUZING & FIRING DEVICES, NUCLEAR OR",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1140,NUCLEAR COMPONENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1145,"EXPLOSIVE & PYROTECHNIC COMPS, NUCL",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1190,"SPEC TEST & HANDLING EQ, NUCLEAR EQ",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1195,MISCELLANEOUS NUCLEAR ORDNANCE,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1210,FIRE CONTROL DIRECTORS,Products,FALSE,Electronics & Communications,Electronics & Communications
1220,FIRE CONT COMPUTING SIGHTS & DEVICE,Products,FALSE,Electronics & Communications,Electronics & Communications
1230,"FIRE CONTROL SYSTEMS, COMPLETE",Products,FALSE,Electronics & Communications,Electronics & Communications
1240,OPTICAL SIGHTING & RANGING EQUIPMEN,Products,FALSE,Electronics & Communications,Electronics & Communications
1250,FIRE CONTROL STABILIZING MECHANISMS,Products,FALSE,Electronics & Communications,Electronics & Communications
1260,FIRE CONT DESIGNATING-INDICATING EQ,Products,FALSE,Electronics & Communications,Electronics & Communications
1265,FIRE CONT EQ EXCEPT AIRBORNE,Products,FALSE,Electronics & Communications,Electronics & Communications
1270,AIRCRAFT GUNNERY FIRE CONT COMPS,Products,FALSE,Electronics & Communications,Electronics & Communications
1280,AIRCRAFT BOMBING FIRE CONT COMPS,Products,FALSE,Electronics & Communications,Electronics & Communications
1285,FIRE CONT RADAR EQ EXCEPT AIRBORNE,Products,FALSE,Electronics & Communications,Electronics & Communications
1287,FIRE CONTROL SONAR EQUIPMENT,Products,FALSE,Electronics & Communications,Electronics & Communications
1290,MISC FIRE CONT EQUIPMENT,Products,FALSE,Electronics & Communications,Electronics & Communications
1305,"AMMUNITION, THROUGH 30 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1310,"AMMUNITION, OVER 30 MM UP TO 75 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1315,"AMMUNITION, 75 MM THROUGH 125 MM.",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1320,"AMMUNITION, OVER 125 MM",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1325,BOMBS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1330,GRENADES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1336,GUIDED MISSILE WARHEADS AND EXPLOSIVE COMPONENTS,Products,FALSE,Missiles & Space,Missiles & Space
1337,"GUIDED MISSILE AND SPACE VEHICLE EXPLOSIVE PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",Products,FALSE,Missiles & Space,Missiles & Space
1338,"GUIDED MISSILE AND SPACE VEHICLE INERT PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",Products,FALSE,Missiles & Space,Missiles & Space
1340,ROCKETS & ROCKET AMMUNITION,Products,FALSE,Missiles & Space,Missiles & Space
1345,LAND MINES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1346,REMOTE MUNITIONS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1350,"UNDERWATER MINE AND COMPONENTS, INERT",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1351,UNDERWATER MINE EXPLOSIVE COMPS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1352,UNDERWATER MINE DISPOAL INERT DEVICES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1353,UNDERWATER MINE DISPOAL EXPLOSIVE DEVICES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1355,TORPEDO INERT COMPONENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1356,TORPEDO EXPLOSIVE COMPONENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1360,DEPTH CHARGE INERT COMPONENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1361,DEPTH CHARGE EXPLOSIVE COMPONENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1365,MILITARY CHEMICAL AGENTS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1367,"TACTICAL SETS, KITS, AND OUTFITS",Products,FALSE,Launchers & Munitions,Launchers & Munitions
1370,PYROTECHNICS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1375,DEMOLITION MATERIALS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1376,BULK EXPLOSIVES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1377,CARTRIDGE & PROPELLANT DEVICES,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1385,SURFACE EXPLOSIVE ORD DISPOSAL TOOL,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1386,UNDERWATER EXPLOSIVE ORD DISPOSAL,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1390,FUZES AND PRIMERS,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1395,MISCELLANEOUS AMMUNITION,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1398,AMMUNITION HANDLING & SERVICING EQ,Products,FALSE,Launchers & Munitions,Launchers & Munitions
1410,GUIDED MISSILES,Products,FALSE,Missiles & Space,Missiles & Space
1420,GUIDED MISSILE COMPONENTS,Products,FALSE,Missiles & Space,Missiles & Space
1425,"GUIDED MISSILE SYSTEMS, COMPLETE",Products,FALSE,Missiles & Space,Missiles & Space
1427,GUIDED MISSILE SUBSYSTEMS,Products,FALSE,Missiles & Space,Missiles & Space
1430,GUIDED MISSILE REMOTE CONT SYSTEMS,Products,FALSE,Missiles & Space,Missiles & Space
1440,"LAUNCHERS, GUIDED MISSILE",Products,FALSE,Missiles & Space,Missiles & Space
1450,GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT,Products,FALSE,Missiles & Space,Missiles & Space
1510,"AIRCRAFT, FIXED WING",Products,FALSE,Aircraft,Aircraft
1520,"AIRCRAFT, ROTARY WING",Products,FALSE,Aircraft,Aircraft
1540,GLIDERS,Products,FALSE,Aircraft,Aircraft
1550,DRONES,Products,FALSE,Aircraft,Aircraft
1555,Space Vehicles,Products,FALSE,Missiles & Space,Missiles & Space
1560,AIRFRAME STRUCTURAL COMPONENTS,Products,FALSE,Aircraft,Aircraft
1610,AIRCRAFT PROPELLERS AND COMPONENTS,Products,FALSE,Aircraft,Aircraft
1615,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS",Products,FALSE,Aircraft,Aircraft
1620,AIRCRAFT LANDING GEAR COMPONENTS,Products,FALSE,Aircraft,Aircraft
1630,AIRCRAFT WHEEL AND BRAKE SYSTEMS,Products,FALSE,Aircraft,Aircraft
1640,AIRCRAFT CONTROL CABLE PRODUCTS,Products,FALSE,Aircraft,Aircraft
1650,AIRCRAFT HYDRAULIC VACUUM DE-ICING,Products,FALSE,Aircraft,Aircraft
1660,AIRCRAFT AIR CONDITION HEATING EQ,Products,FALSE,Aircraft,Aircraft
1670,PARACHUTE RECOVER SYS & TIE DOWN EQ,Products,FALSE,Aircraft,Aircraft
1675,Space Vehicle Component,Products,FALSE,Missiles & Space,Missiles & Space
1677,Space Vehicle Remote Control Systems,Products,FALSE,Missiles & Space,Missiles & Space
1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,Products,FALSE,Aircraft,Aircraft
1710,AIRCRAFT LANDING EQUIPMENT,Products,FALSE,Aircraft,Aircraft
1720,AIRCRAFT LAUNCHING EQUIPMENT,Products,FALSE,Aircraft,Aircraft
1725,Space Vehicle Launchers,Products,FALSE,Missiles & Space,Missiles & Space
1730,AIRCRAFT GROUND SERVICING EQUIPMENT,Products,FALSE,Aircraft,Aircraft
1735,Space Vehicle Handling and Servicing Equipment,Products,FALSE,Missiles & Space,Missiles & Space
1740,AIRFIELD SPECIAL TRUCKS & TRAILERS,Products,FALSE,Aircraft,Aircraft
1810,SPACE VEHICLES,Products,FALSE,Missiles & Space,Missiles & Space
1820,SPACE VEHICLE COMPONENTS,Products,FALSE,Missiles & Space,Missiles & Space
1830,SPACE VEHICLE REMOTE CONT SYSTEMS,Products,FALSE,Missiles & Space,Missiles & Space
1840,SPACE VEHICLE LAUNCHERS,Products,FALSE,Missiles & Space,Missiles & Space
1850,SPACE VEHICLE HANDLING & SERVICE EQ,Products,FALSE,Missiles & Space,Missiles & Space
1860,SPACE SURVIVAL EQUIPMENT,Products,FALSE,Missiles & Space,Missiles & Space
1900,Frigates and Corvettes,Products,FALSE,Ships,Ships
1901,AIRCRAFT CARRIERS,Products,FALSE,Ships,Ships
1902,CRUISERS,Products,FALSE,Ships,Ships
1903,DESTROYERS,Products,FALSE,Ships,Ships
1904,SUBMARINES,Products,FALSE,Ships,Ships
1905,COMBAT SHIPS AND LANDING VESSELS,Products,FALSE,Ships,Ships
1906,MINELAYERS AND MINESWEEPERS,Products,FALSE,Ships,Ships
1907,LANDING CRAFT,Products,FALSE,Ships,Ships
1908,TORPEDO BOATS AND GUN BOATS,Products,FALSE,Ships,Ships
1909,Hydrofoils,Products,FALSE,Ships,Ships
1910,"TRANSPORT VESSELS, PASSENGER AND TROOP",Products,FALSE,Ships,Ships
1911,AMPHIBIOUS ASSAULT SHIPS,Products,FALSE,Ships,Ships
1915,CARGO AND TANKER VESSELS,Products,FALSE,Ships,Ships
1920,FISHING VESSELS,Products,FALSE,Ships,Ships
1921,TUGS AND TOWBOATS,Products,FALSE,Ships,Ships
1922,Fire Boats,Products,FALSE,Ships,Ships
1923,ICE BREAKERS,Products,FALSE,Ships,Ships
1924,REPAIR SHIPS,Products,FALSE,Ships,Ships
1925,SPECIAL SERVICE VESSELS,Products,FALSE,Ships,Ships
1926,Lightships,Products,FALSE,Ships,Ships
1927,Cable Ships,Products,FALSE,Ships,Ships
1928,SALVAGE VESSELS,Products,FALSE,Ships,Ships
1929,RESCUE VESSELS,Products,FALSE,Ships,Ships
1930,"BARGES AND LIGHTERS, CARGO",Products,FALSE,Ships,Ships
1935,BARGES & LIGHTERS SPECIAL PURPOSE,Products,FALSE,Ships,Ships
1940,SMALL CRAFT,Products,FALSE,Ships,Ships
1945,PONTOONS AND FLOATING DOCKS,Products,FALSE,Ships,Ships
1950,FLOATING DRYDOCKS,Products,FALSE,Ships,Ships
1955,DREDGES,Products,FALSE,Ships,Ships
1990,MISCELLANEOUS VESSELS,Products,FALSE,Ships,Ships
2010,SHIP AND BOAT PROPULSION COMPONENTS,Products,FALSE,Ships,Ships
2020,RIGGING AND RIGGING GEAR,Products,FALSE,Ships,Ships
2030,DECK MACHINERY,Products,FALSE,Ships,Ships
2040,MARINE HARDWARE AND HULL ITEMS,Products,FALSE,Ships,Ships
2050,BUOYS,Products,FALSE,Ships,Ships
2060,COMMERCIAL FISHING EQUIPMENT,Products,FALSE,Ships,Ships
2090,MISC SHIP & MARINE EQ,Products,FALSE,Ships,Ships
2210,LOCOMOTIVES,Products,FALSE,Ground Vehicles,Ground Vehicles
2220,RAIL CARS,Products,FALSE,Ground Vehicles,Ground Vehicles
2230,RAILROAD RIGHT OF WAY CONSTR EQ,Products,FALSE,Ground Vehicles,Ground Vehicles
2240,LOCOMOTIVE & RAIL CAR ACCESSORIES,Products,FALSE,Ground Vehicles,Ground Vehicles
2250,"TRACK MATERIAL, RAILROAD",Products,FALSE,Ground Vehicles,Ground Vehicles
2305,GROUND EFFECT VEHICLES,Products,FALSE,Ground Vehicles,Ground Vehicles
2310,PASSENGER MOTOR VEHICLES,Products,FALSE,Ground Vehicles,Ground Vehicles
2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",Products,FALSE,Ground Vehicles,Ground Vehicles
2330,TRAILERS,Products,FALSE,Ground Vehicles,Ground Vehicles
2340,"MOTORCYCLE,MOTOR SCOOTERS & BIKES",Products,FALSE,Ground Vehicles,Ground Vehicles
2350,COMBAT ASSAULT & TACTICAL VEH,Products,FALSE,Ground Vehicles,Ground Vehicles
2355,COMBAT ASSAULT AND TACTICAL VEHICLES WHEELED,Products,FALSE,Ground Vehicles,Ground Vehicles
2410,"TRACTOR, FULL TRACKED, LOW SPEED",Products,FALSE,Ground Vehicles,Ground Vehicles
2420,"TRACTORS, WHEELED",Products,FALSE,Ground Vehicles,Ground Vehicles
2430,"TRACTORS, FULL TRACKED, HIGH SPEED",Products,FALSE,Ground Vehicles,Ground Vehicles
25,VEHICULAR EQUIPMENT COMPONENTS,Products,FALSE,Ground Vehicles,Ground Vehicles
2510,VEH CAB BODY FRAME STRUCTURAL COMP,Products,FALSE,Ground Vehicles,Ground Vehicles
2520,VEH POWER TRANSMISSION COMPONENTS,Products,FALSE,Ground Vehicles,Ground Vehicles
2530,VEH BRAKE STEERING AXLE WHEEL COMP,Products,FALSE,Ground Vehicles,Ground Vehicles
2540,VEHICULAR FURNITURE AND ACCESSORIES,Products,FALSE,Ground Vehicles,Ground Vehicles
2541,VEH ACCESSORY/WEAPONS SYS SPECIFIC,Products,FALSE,Ground Vehicles,Ground Vehicles
2590,MISCELLANEOUS VEHICULAR COMPONENTS,Products,FALSE,Ground Vehicles,Ground Vehicles
2610,TIRES & TUBES PNEUMATIC EXCEPT AIR,Products,FALSE,Ground Vehicles,Ground Vehicles
2620,TIRES & TUBES PNEUMATIC AIRCRAFT,Products,FALSE,Aircraft,Aircraft
2630,"TIRES, SOLID AND CUSHION",Products,FALSE,Ground Vehicles,Ground Vehicles
2640,TIRE REBUILDING AND TIRE AND TUBE REPAIR MATERIALS,Products,FALSE,Ground Vehicles,Ground Vehicles
2805,GAS RECIPROCATING ENG - EXCEPT AIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2810,GAS RECIPROCATING ENG - AIRCRAFT,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2815,DIESEL ENGINES AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2820,STEAM ENGINES RECIPROCATING & COMPS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2825,STEAM TURBINES AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2830,WATER TURBINES AND WATER WHEELS; AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2835,GAS TURBINES & JET ENG EXCEPT AIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2840,GAS TURBINES & JET ENGINES AIRCRAFT,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2845,ROCKET ENGINES AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2850,GASOLINE ROTARY ENGINES AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2895,MISC ENGINES & COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2910,ENGINE FUEL SYS COMPONENTS NONAIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2915,ENGINE FUEL SYSTEM COMPONENTS AIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2920,ENGINE ELECT SYS COMPS NONAIRCRAFT,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2925,ENGINE ELECT SYS COMPS - AIRCRAFT,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2930,ENGINE COOLING SYS COMPS - NONAIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2935,ENGINE COOLING SYS COMPONENTS - AIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2940,ENGINE AIR & OIL FILTERS - NONAIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2945,ENGINE AIR & OIL FILTERS - AIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2950,TURBOSUPERCHARGER AND COMPONENTS,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2990,MISC ENGINE ACCESSORIES - NONAIR,Products,FALSE,Engines & Power Plants,Engines & Power Plants
2995,MISC ENGINE ACCESSORIES - AIRCRAFT,Products,FALSE,Engines & Power Plants,Engines & Power Plants
3010,TORQUE CONVERTERS & SPEED CHANGERS,Products,FALSE,Ground Vehicles,Ground Vehicles
3020,GEAR PULLEY SPROCKET & TRAN CHAIN,Products,FALSE,Ground Vehicles,Ground Vehicles
3030,BELTING DRIVE BELTS FAN BELTS & ACC,Products,FALSE,Ground Vehicles,Ground Vehicles
3040,MISC POWER TRANSMISSION EQ,Products,FALSE,Ground Vehicles,Ground Vehicles
3110,"BEARINGS, ANTIFRICTION, UNMOUNTED",Products,FALSE,Other,Other
3120,"BEARINGS, PLAIN, UNMOUNTED",Products,FALSE,Other,Other
3130,"BEARINGS, MOUNTED",Products,FALSE,Other,Other
3210,SAWMILL AND PLANING MILL MACHINERY,Products,FALSE,Other,Other
3220,WOODWORKING MACHINES,Products,FALSE,Other,Other
3230,TOOLS - ATTACHS FOR WOODWORK MACH,Products,FALSE,Other,Other
3405,SAWS AND FILING MACHINES,Products,FALSE,Other,Other
3408,MACHING CENTERS & WAY-TYPE MACHINES,Products,FALSE,Other,Other
3410,ELECT & ULTRASONIC EROSION MACHINES,Products,FALSE,Other,Other
3411,BORING MACHINES,Products,FALSE,Other,Other
3412,BROACHING MACHINES,Products,FALSE,Other,Other
3413,DRILLING AND TAPPING MACHINES,Products,FALSE,Other,Other
3414,GEAR CUTTING AND FINISHING MACHINES,Products,FALSE,Other,Other
3415,GRINDING MACHINES,Products,FALSE,Other,Other
3416,LATHES,Products,FALSE,Other,Other
3417,MILLING MACHINES,Products,FALSE,Other,Other
3418,PLANERS AND SHAPERS,Products,FALSE,Other,Other
3419,MISCELLANEOUS MACHINE TOOLS,Products,FALSE,Other,Other
3422,ROLLING MILLS AND DRAWING MACHINES,Products,FALSE,Other,Other
3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,Products,FALSE,Other,Other
3426,METAL FINISHING EQUIPMENT,Products,FALSE,Other,Other
3431,ELECTRIC ARC WELDING EQUIPMENT,Products,FALSE,Other,Other
3432,ELECTRIC RESISTANCE WELDING EQ,Products,FALSE,Other,Other
3433,GAS WELD HEAT CUT - METALIZING EQ,Products,FALSE,Other,Other
3436,WELDING POSITIONERS & MANIPULATORS,Products,FALSE,Other,Other
3438,MISCELLANEOUS WELDING EQUIPMENT,Products,FALSE,Other,Other
3439,MISC WELD SOLDER & BRAZING SUPPLY,Products,FALSE,Other,Other
3441,BENDING AND FORMING MACHINES,Products,FALSE,Other,Other
3442,"HYDRAULIC AND PNEUMATIC PRESSES, POWER DRIVEN",Products,FALSE,Other,Other
3443,"MECHANICAL PRESSES, POWER DRIVEN",Products,FALSE,Other,Other
3444,MANUAL PRESSES,Products,FALSE,Other,Other
3445,PUNCHING AND SHEARING MACHINES,Products,FALSE,Other,Other
3446,FORGING MACHINERY AND HAMMERS,Products,FALSE,Other,Other
3447,WIRE & METAL RIBBON FORMING MACHS,Products,FALSE,Other,Other
3448,RIVETING MACHINES,Products,FALSE,Other,Other
3449,MISCELLANEOUS SECONDARY METAL FORMING AND CUTTING MACHINES,Products,FALSE,Other,Other
3450,"MACHINE TOOLS, PORTABLE",Products,FALSE,Other,Other
3455,CUTTING TOOLS FOR MACHINE TOOLS,Products,FALSE,Other,Other
3456,CUTTING AND FORMING TOOLS FOR SECONDARY METALWORKING MACHINERY,Products,FALSE,Other,Other
3460,MACHINE TOOL ACCESSORIES,Products,FALSE,Other,Other
3461,ACCESSORIES FOR SECONDARY METALWORKING MACHINERY,Products,FALSE,Other,Other
3465,PRODUCTION JIGS FIXTURES & TEMPLATE,Products,FALSE,Other,Other
3470,MACHINE SHOP SETS KITS & OUTFITS,Products,FALSE,Other,Other
3510,LAUNDRY AND DRY CLEANING EQUIPMENT,Products,FALSE,Other,Other
3520,SHOE REPAIRING EQUIPMENT,Products,FALSE,Other,Other
3530,IND SEW MACH & MOBILE TEXTILE SHOPS,Products,FALSE,Other,Other
3540,WRAPPING AND PACKAGING MACHINERY,Products,FALSE,Other,Other
3550,VENDING AND COIN OPERATED MACHINES,Products,FALSE,Other,Other
3590,MISC SERVICE & TRADE EQ,Products,FALSE,Other,Other
3605,FOOD PRODUCTS MACHINE & EQ,Products,FALSE,Other,Other
3610,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",Products,FALSE,Other,Other
3611,INDUSTRIAL MARKING MACHINES,Products,FALSE,Other,Other
3615,PULP AND PAPER INDUSTRIES MACHINERY,Products,FALSE,Other,Other
3620,RUBBER & PLASTIC WORKING MACHINE,Products,FALSE,Other,Other
3625,TEXTILE INDUSTRIES MACHINERY,Products,FALSE,Other,Other
3630,CLAY AND CONCRETE PRODUCTS INDUSTRIES MACHINERY,Products,FALSE,Other,Other
3635,CRYSTAL & GLASS INDUSTRIES MACHINE,Products,FALSE,Other,Other
3640,TOBACCO MANUFACTURING MACHINERY,Products,FALSE,Other,Other
3645,LEATHER TANNING & WORKING MACHINE,Products,FALSE,Other,Other
3650,CHEMICAL & PHARMACEUTICAL MACHINE,Products,FALSE,Other,Other
3655,GAS GENERATING & DISPENSING SYSTEM,Products,FALSE,Other,Other
3660,INDUSTRIAL SIZE REDUCTION MACHINERY,Products,FALSE,Other,Other
3670,PRINTED CIRCUIT BOARD MFG MACH,Products,FALSE,Other,Other
3680,FOUNDRY MACHINE - RELATED EQ & SUP,Products,FALSE,Other,Other
3685,SPECIAL METAL CONTAINER MFG MACH,Products,FALSE,Other,Other
3690,SPECIAL AMMUNITION & ORDNANCE MACH,Products,FALSE,Launchers & Munitions,Launchers & Munitions
3693,INDUSTRIAL ASSEMBLY MACHINES,Products,FALSE,Other,Other
3694,CLEAN WORK STATIONS ENVIRONMENT EQ,Products,FALSE,Other,Other
3695,MISC SPECIAL INDUSTRY MACHINE,Products,FALSE,Other,Other
3710,SOIL PREPARATION EQUIPMENT,Products,FALSE,Other,Other
3720,HARVESTING EQUIPMENT,Products,FALSE,Other,Other
3730,DAIRY POULTRY & LIVESTOCK EQ,Products,FALSE,Other,Other
3740,PEST DISEASE & FROST CONT EQ,Products,FALSE,Other,Other
3750,GARDENING IMPLEMENTS AND TOOLS,Products,FALSE,Other,Other
3760,ANIMAL DRAWN VEHICLE & FARM TRAILER,Products,FALSE,Other,Other
3770,"SADDLERY, HARNESS, WHIPS, AND RELATED ANIMAL FURNISHINGS",Products,FALSE,Other,Other
38,CONSTRUCT/MINE/EXCAVATE/HIGHWY EQPT,Products,FALSE,Other,Other
3805,EARTH MOVING & EXCAVATING EQ,Products,FALSE,Other,Other
3810,CRANES AND CRANE-SHOVELS,Products,FALSE,Other,Other
3815,CRANE AND CRANE-SHOVEL ATTACHMENTS,Products,FALSE,Other,Other
3820,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",Products,FALSE,Other,Other
3825,ROAD CLEARING & CLEANING EQ,Products,FALSE,Other,Other
3830,TRUCK AND TRACTOR ATTACHMENTS,Products,FALSE,Other,Other
3835,PETROLEUM PRODUCTION AND DISTRIBUTION EQUIPMENT,Products,FALSE,Other,Other
3895,MISC CONTRUCT EQ,Products,FALSE,Other,Other
3910,CONVEYORS,Products,FALSE,Other,Other
3915,MATERIALS FEEDERS,Products,FALSE,Other,Other
3920,MAT HANDLING EQ - NONSELF-PROPELLED,Products,FALSE,Other,Other
3930,WAREHOUSE TRKS & TRACTORS SELF-PROP,Products,FALSE,Other,Other
3940,"BLOCKS, TACKLE, RIGGING, AND SLINGS",Products,FALSE,Other,Other
3950,WINCHES HOISTS CRANES & DERRICKS,Products,FALSE,Other,Other
3960,FREIGHT ELEVATORS,Products,FALSE,Other,Other
3990,MISC MATERIALS HANDLING EQ,Products,FALSE,Other,Other
4010,CHAIN AND WIRE ROPE,Products,FALSE,Other,Other
4020,"FIBER ROPE, CORDAGE, AND TWINE",Products,FALSE,Other,Other
4030,"FITTINGS FOR ROPE, CABLE, AND CHAIN",Products,FALSE,Other,Other
41,"REFRIG, AIR CONDIT/CIRCULAT EQPT",Products,FALSE,Other,Other
4110,REFRIGERATION EQUIPMENT,Products,FALSE,Other,Other
4120,AIR CONDITIONING EQUIPMENT,Products,FALSE,Other,Other
4130,REFRIGERATION & AIR CONDITION COMP,Products,FALSE,Other,Other
4140,FANS AIR CIRCULATORS & BLOWER EQ,Products,FALSE,Other,Other
4150,VORTEX TUBES AND OTHER RELATED COOLING TUBES,Products,FALSE,Other,Other
4210,FIRE FIGHTING EQUIPMENT,Products,FALSE,Other,Other
4220,MARINE LIFESAVING & DIVING EQ,Products,FALSE,Ships,Ships
4230,DECONTAMINATING & IMPREGNATING EQ,Products,FALSE,Other,Other
4235,HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL,Products,FALSE,Other,Other
4240,SAFETY AND RESCUE EQUIPMENT,Products,FALSE,Other,Other
4250,RECYCLING AND RECLAMATION EQUIPMENT,Products,FALSE,Other,Other
4310,COMPRESSORS AND VACUUM PUMPS,Products,FALSE,Other,Other
4320,POWER AND HAND PUMPS,Products,FALSE,Other,Other
4330,CENTRIFUGALS SEPARATORS & FILTERS,Products,FALSE,Other,Other
4410,INDUSTRIAL BOILERS,Products,FALSE,Other,Other
4420,HEAT EXCHANGERS & STEAM CONDENSERS,Products,FALSE,Other,Other
4430,"INDUSTRIAL FURNACES, KILNS, LEHRS, AND OVENS",Products,FALSE,Other,Other
